hedId	rdfs:label	Level	omn:SubClassOf	Attributes	dc:description	omn:EquivalentTo
HED_0012315	Facilitating-factor-awake-#	4	Facilitating-factor-awake	takesValue, valueClass=textClass	Free text.	"Facilitating-factor-awake and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012316	Facilitating-factor-catamenial	3	Facilitating-factor			
HED_0012317	Facilitating-factor-catamenial-#	4	Facilitating-factor-catamenial	takesValue, valueClass=textClass	Free text.	"Facilitating-factor-catamenial and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012318	Facilitating-factor-fever	3	Facilitating-factor			
HED_0012319	Facilitating-factor-fever-#	4	Facilitating-factor-fever	takesValue, valueClass=textClass	Free text.	"Facilitating-factor-fever and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012320	Facilitating-factor-sleep	3	Facilitating-factor			
HED_0012321	Facilitating-factor-sleep-#	4	Facilitating-factor-sleep	takesValue, valueClass=textClass	Free text.	"Facilitating-factor-sleep and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012322	Facilitating-factor-sleep-deprived	3	Facilitating-factor			
HED_0012323	Facilitating-factor-sleep-deprived-#	4	Facilitating-factor-sleep-deprived	takesValue, valueClass=textClass	Free text.	"Facilitating-factor-sleep-deprived and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012324	Facilitating-factor-other	3	Facilitating-factor	requireChild		Facilitating-factor and (requireChild value true)
HED_0012325	Facilitating-factor-other-#	4	Facilitating-factor-other	takesValue, valueClass=textClass	Free text.	"Facilitating-factor-other and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012326	Provocative-factor	2	Modulators-property		Provocative factors are defined as transient and sporadic endogenous or exogenous elements capable of evoking/triggering seizures immediately following the exposure to it.	
HED_0012327	Hyperventilation-provoked	3	Provocative-factor			
HED_0012328	Hyperventilation-provoked-#	4	Hyperventilation-provoked	takesValue, valueClass=textClass	Free text.	"Hyperventilation-provoked and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012329	Reflex-provoked	3	Provocative-factor			
HED_0012330	Reflex-provoked-#	4	Reflex-provoked	takesValue, valueClass=textClass	Free text.	"Reflex-provoked and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012331	Medication-effect-clinical	2	Modulators-property	suggestedTag=Finding-stopped-by, suggestedTag=Finding-unmodified, suggestedTag=Increasing, suggestedTag=Decreasing	Medications clinical effect.	"Modulators-property and (suggestedTag value ""Finding-stopped-by"") and (suggestedTag value ""Finding-unmodified"") and (suggestedTag value ""Increasing"") and (suggestedTag value ""Decreasing"")"
HED_0012332	Medication-reduction-effect-clinical	2	Modulators-property	suggestedTag=Finding-stopped-by, suggestedTag=Finding-unmodified, suggestedTag=Increasing, suggestedTag=Decreasing	Medications reduction or withdrawal clinical effect.	"Modulators-property and (suggestedTag value ""Finding-stopped-by"") and (suggestedTag value ""Finding-unmodified"") and (suggestedTag value ""Increasing"") and (suggestedTag value ""Decreasing"")"
HED_0012333	Other-modulators-effect-clinical	2	Modulators-property	requireChild		Modulators-property and (requireChild value true)
HED_0012334	Other-modulators-effect-clinical-#	3	Other-modulators-effect-clinical	takesValue, valueClass=textClass	Free text.	"Other-modulators-effect-clinical and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012335	Intermittent-photic-stimulation-effect	2	Modulators-property		The effect of Intermittent Photic Stimulation (IPS) is scored according to the terminology proposed by Kasteleijn-Nolst Trenite et al. (2001).	
HED_0012336	Posterior-stimulus-dependent-intermittent-photic-stimulation-response	3	Intermittent-photic-stimulation-effect	suggestedTag=Finding-frequency	Anomalous steady-state VEPs, of unusually sharp waveform or high amplitude. Some types have clinical correlates, for instance, occipital spikes after suppression of generalized PPR by medication and high-amplitude VEPs in neuronal ceroid lipofuscinosis.	"Intermittent-photic-stimulation-effect and (suggestedTag value ""Finding-frequency"")"
HED_0012337	Posterior-stimulus-dependent-intermittent-photic-stimulation-response-#	4	Posterior-stimulus-dependent-intermittent-photic-stimulation-response	takesValue, valueClass=textClass	Free text.	"Posterior-stimulus-dependent-intermittent-photic-stimulation-response and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012338	Posterior-stimulus-independent-intermittent-photic-stimulation-response-limited	3	Intermittent-photic-stimulation-effect	suggestedTag=Finding-frequency	Limited to the stimulus train: Activity confined to or maximal at the back of the head and not at the flash frequency or at a harmonic thereof. The term includes delta and theta activity and frank epileptiform patterns.	"Intermittent-photic-stimulation-effect and (suggestedTag value ""Finding-frequency"")"
HED_0012339	Posterior-stimulus-independent-intermittent-photic-stimulation-response-limited-#	4	Posterior-stimulus-independent-intermittent-photic-stimulation-response-limited	takesValue, valueClass=textClass	Free text.	"Posterior-stimulus-independent-intermittent-photic-stimulation-response-limited and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012340	Posterior-stimulus-independent-intermittent-photic-stimulation-response-self-sustained	3	Intermittent-photic-stimulation-effect	suggestedTag=Finding-frequency	Self-sustaining: Self-sustaining posterior stimulus-independent responses that outlast the stimulus train. These often last many seconds and may evolve to an overt seizure.	"Intermittent-photic-stimulation-effect and (suggestedTag value ""Finding-frequency"")"
HED_0012341	Posterior-stimulus-independent-intermittent-photic-stimulation-response-self-sustained-#	4	Posterior-stimulus-independent-intermittent-photic-stimulation-response-self-sustained	takesValue, valueClass=textClass	Free text.	"Posterior-stimulus-independent-intermittent-photic-stimulation-response-self-sustained and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012342	Generalized-photoparoxysmal-intermittent-photic-stimulation-response-limited	3	Intermittent-photic-stimulation-effect	suggestedTag=Finding-frequency	Limited to the stimulus train: Comprises multiple spikes or spike-and-wave activity, which are apparently generalized, but may be of greater amplitude at the front or back of the head. It is termed a photoconvulsive response (PCR) by Bickford et al., and corresponds to type 4 response of Waltz et al. .	"Intermittent-photic-stimulation-effect and (suggestedTag value ""Finding-frequency"")"
HED_0012343	Generalized-photoparoxysmal-intermittent-photic-stimulation-response-limited-#	4	Generalized-photoparoxysmal-intermittent-photic-stimulation-response-limited	takesValue, valueClass=textClass	Free text.	"Generalized-photoparoxysmal-intermittent-photic-stimulation-response-limited and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012344	Generalized-photoparoxysmal-intermittent-photic-stimulation-response-self-sustained	3	Intermittent-photic-stimulation-effect	suggestedTag=Finding-frequency	Self-sustaining: Generalized PPR continuing after stimulation. This may not be demonstrated unless the stimulus train is terminated as soon as a generalized PPR is identified. It was termed prolonged photoconvulsive response by Reilly and Peters, and has a strong association with epilepsy and visually induced seizures in patients referred for clinical EEG examination. Its prevalence in asymptomatic general populations is unknown, but was found in five of 13,658 apparently healthy aircrew by Gregory et al..	"Intermittent-photic-stimulation-effect and (suggestedTag value ""Finding-frequency"")"
HED_0012345	Generalized-photoparoxysmal-intermittent-photic-stimulation-response-self-sustained-#	4	Generalized-photoparoxysmal-intermittent-photic-stimulation-response-self-sustained	takesValue, valueClass=textClass	Free text.	"Generalized-photoparoxysmal-intermittent-photic-stimulation-response-self-sustained and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012346	Activation-of-pre-existing-epileptogenic-area-intermittent-photic-stimulation-effect	3	Intermittent-photic-stimulation-effect	suggestedTag=Finding-frequency	Rarely, photic stimulation may activate an epileptogenic cortex, which is also spontaneously active; IPS could then also elicit a seizure by stimulating this, usually posterior located, area. It is questionable whether this should be considered a PPR, and it does not figure in established classifications.	"Intermittent-photic-stimulation-effect and (suggestedTag value ""Finding-frequency"")"
HED_0012347	Activation-of-pre-existing-epileptogenic-area-intermittent-photic-stimulation-effect-#	4	Activation-of-pre-existing-epileptogenic-area-intermittent-photic-stimulation-effect	takesValue, valueClass=textClass	Free text.	"Activation-of-pre-existing-epileptogenic-area-intermittent-photic-stimulation-effect and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012348	Unmodified-intermittent-photic-stimulation-effect	3	Intermittent-photic-stimulation-effect			
HED_0012349	Unmodified-intermittent-photic-stimulation-effect-#	4	Unmodified-intermittent-photic-stimulation-effect	takesValue, valueClass=textClass	Free text.	"Unmodified-intermittent-photic-stimulation-effect and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012350	Quality-of-hyperventilation	2	Modulators-property			
HED_0012351	Hyperventilation-refused-procedure	3	Quality-of-hyperventilation			
HED_0012352	Hyperventilation-refused-procedure-#	4	Hyperventilation-refused-procedure	takesValue, valueClass=textClass	Free text.	"Hyperventilation-refused-procedure and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012353	Hyperventilation-poor-effort	3	Quality-of-hyperventilation			
HED_0012354	Hyperventilation-poor-effort-#	4	Hyperventilation-poor-effort	takesValue, valueClass=textClass	Free text.	"Hyperventilation-poor-effort and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012355	Hyperventilation-good-effort	3	Quality-of-hyperventilation			
HED_0012356	Hyperventilation-good-effort-#	4	Hyperventilation-good-effort	takesValue, valueClass=textClass	Free text.	"Hyperventilation-good-effort and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012357	Hyperventilation-excellent-effort	3	Quality-of-hyperventilation			
HED_0012358	Hyperventilation-excellent-effort-#	4	Hyperventilation-excellent-effort	takesValue, valueClass=textClass	Free text.	"Hyperventilation-excellent-effort and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012359	Modulators-effect	2	Modulators-property		Tags for describing the influence of the modulators	
HED_0012360	Modulators-effect-continuous-during-NRS	3	Modulators-effect		Continuous during non-rapid-eye-movement-sleep (NRS)	
HED_0012361	Modulators-effect-continuous-during-NRS-#	4	Modulators-effect-continuous-during-NRS	takesValue, valueClass=textClass	Free text.	"Modulators-effect-continuous-during-NRS and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012362	Modulators-effect-only-during	3	Modulators-effect			
HED_0012363	Modulators-effect-only-during-#	4	Modulators-effect-only-during	takesValue, valueClass=textClass	Only during Sleep/Awakening/Hyperventilation/Physical effort/Cognitive task. Free text.	"Modulators-effect-only-during and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012364	Modulators-effect-change-of-patterns	3	Modulators-effect		Change of patterns during sleep/awakening.	
HED_0012365	Modulators-effect-change-of-patterns-#	4	Modulators-effect-change-of-patterns	takesValue, valueClass=textClass	Free text.	"Modulators-effect-change-of-patterns and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012366	Time-related-property	1	Finding-property		Important to estimate how often an interictal abnormality is seen in the recording.	
HED_0012367	Appearance-mode	2	Time-related-property	suggestedTag=Property-not-possible-to-determine	Describes how the non-ictal EEG pattern/graphoelement is distributed through the recording.	"Time-related-property and (suggestedTag value ""Property-not-possible-to-determine"")"
HED_0012368	Random-appearance-mode	3	Appearance-mode		Occurrence of the non-ictal EEG pattern / graphoelement without any rhythmicity / periodicity.	
HED_0012369	Random-appearance-mode-#	4	Random-appearance-mode	takesValue, valueClass=textClass	Free text.	"Random-appearance-mode and (takesValue value true) and (valueClass value ""textClass"")"
HED_0012370	Periodic-appearance-mode	3	Appearance-mode		Non-ictal EEG pattern / graphoelement occurring at an approximately regular rate / interval (generally of 1 to several seconds).	
HED_0012371	Periodic-appearance-mode-#	4	Periodic-appearance-mode	takesValue, valueClass=textClass	Free text.	"Periodic-appearance-mode and (takesValue value true) and (valueClass value ""textClass"")"
